V_T_psi_all,V_T_phi_all,running_min_all,V_T_psi_minus_V_T_phi_all
19.874419141258983,17.91593891259147,-0.5936135846881239,1.9584802286675114
25.739717741198845,26.40976381696838,0.0109917772606547,-0.6700460757695339
0.19904083960222252,-5.758597744379506,-5.879175541797041,5.957638583981728
8.139389239580112,3.9177540766536847,-3.1821261325562293,4.221635162926427
0.33103767230750236,-8.21996472743433,-8.398617859738383,8.551002399741833
11.268297604473503,10.144512861468609,0.0634886285477938,1.1237847430048937
22.606079654150435,17.781053488075568,-3.823250131428609,4.825026166074867
0.26452984562035553,-6.504664021750043,-6.649711143826839,6.769193867370398
17.576844703868673,15.239385604989936,-2.776476018464301,2.337459098878737
1.873899242229271,-3.5632457398475976,-4.684092333750913,5.437144982076869
6.952436193711748,-0.04710680629150765,-5.797739465237868,6.999543000003255
24.231855986209354,21.348300537528306,-2.1271147223911164,2.8835554486810473
-0.0030918017794157038,-7.239157527240838,-7.239157527240838,7.2360657254614225
6.08066392815374,0.7580855777725528,-4.238107565336472,5.322578350381187
25.491495242960326,22.495500302029182,-2.6430297795369637,2.995994940931144
21.795384034761256,17.52222888478363,-3.010527616459661,4.273155149977626
12.58838424878681,6.72132209157507,-5.2782514193776455,5.867062157211739
1.215970951684767,-2.514006281327025,-2.8860557564083593,3.729977233011792
28.004263073170918,24.66813811772546,-3.4183117714329727,3.3361249554454595
23.11577737025948,22.45612294696047,-0.6379659982444075,0.6596544232990098
22.616889386629623,21.254675751425935,-1.2022282890117706,1.3622136352036875
25.654281715096502,22.608305587077623,-2.372489928017931,3.0459761280188786
1.2259300313829868,-6.12689187766072,-6.927466183658146,7.352821909043707
9.43941111738755,3.58441808104918,-5.129671209094969,5.85499303633837
8.559424838864516,3.441070362864414,-3.065350443528592,5.118354476000102
2.5883164555852574,-4.120973730252088,-4.877707653372257,6.709290185837346
2.9393113500320425,-6.496070192256843,-8.768916207039585,9.435381542288885
-0.10718886555526552,-7.486455494491045,-7.486455494491045,7.379266628935779
14.596917945371501,11.266543918208892,-2.480619617347764,3.330374027162609
7.85962415087306,5.968331222547301,-0.9624033718287317,1.8912929283257593
5.994077449190627,0.6070439933990874,-4.246863006345903,5.387033455791539
16.227449853446416,12.985427684828247,-2.404687491568024,3.2420221686181687
14.469312920226315,8.483726313262672,-5.08930968336345,5.985586606963643
24.069933356477762,19.89368596615949,-4.091314182068336,4.17624739031827
20.509239497326547,15.333002981621298,-4.3391256454123734,5.176236515705249
32.36721824224498,32.48699278032741,-0.36207115862656547,-0.11977453808243155
7.702078404339488,1.924844379956907,-4.303933555176208,5.777234024382581
1.0553757586046402,-5.046733583752382,-5.046733583752382,6.102109342357022
24.872683515996215,25.662973423447124,-0.010284935095464576,-0.7902899074509087
1.8230555100693522,-3.567945443548086,-3.567945443548086,5.391000953617438
31.26119771719589,30.367745990066794,-1.2955980722339815,0.8934517271290972
4.566464301053799,-1.6397231290461516,-5.190598958519698,6.20618743009995
0.07217124067879155,-7.491200366115529,-7.491200366115529,7.563371606794321
10.490684296454049,6.153882243733692,-3.3833626535785704,4.336802052720357
25.491528330278896,23.718335592055098,-1.9012658390440729,1.7731927382237984
30.34530674809373,30.895510232455514,0.02239208757263178,-0.5502034843617842
4.43019504586276,-1.844819782674663,-5.540854136517646,6.275014828537423
13.150491028058838,12.060191279527013,0.026642537031751345,1.0902997485318249
4.378415534166649,-0.9001483856555055,-3.918209523985971,5.278563919822155
30.512148519994746,28.137948197521784,-2.3963871985159084,2.374200322472962
14.215399207073233,14.332805756539758,-0.22203375815133486,-0.11740654946652462
1.6759508411884383,-0.1315287288318452,-0.8610344743192899,1.8074795700202835
8.728030787269546,3.4471222539467634,-3.710393567075905,5.2809085333227825
4.189058866033662,1.3092135021996318,-1.1658532246884947,2.87984536383403
16.68621453197312,17.310990962760453,0.039017843110535466,-0.6247764307873318
0.1841090880875207,-4.647809442194166,-4.714789273157855,4.831918530281687
0.7810928641930417,-5.090184084012846,-5.669158295651677,5.871276948205888
21.96731173840412,19.098582412833014,-1.461692161870569,2.868729325571106
7.188894166952537,3.0236194182246514,-3.132294692708015,4.165274748727885
2.0153351421436696,-2.6515899916229957,-3.8562698024018287,4.666925133766665
2.7170973844206827,1.5530283452886797,0.0020880760620940464,1.164069039132003
6.012829127224165,-0.7412961922981065,-5.958631075200316,6.754125319522272
16.579898395017466,13.853725825591857,-1.4682098928418323,2.726172569425609
0.2566866433011512,-6.378913181395922,-6.378913181395922,6.635599824697073
17.998494267507255,19.005353521816122,-0.30376785511396465,-1.0068592543088677
5.758585095635084,-0.697510672692423,-5.7425848157787565,6.456095768327507
0.8335068206851091,-5.489565080165796,-5.8856326694337415,6.323071900850905
1.6833236762738863,-2.885062290166527,-4.176767094619727,4.568385966440413
7.914993693767968,2.1042027894254502,-4.58770308349567,5.810790904342518
13.842681066817676,11.435205466409215,-1.5250879922594023,2.4074756004084605
6.3403276102798145,0.5162097282157125,-4.774222692887564,5.824117882064102
0.06381388422132872,-4.506580167607904,-4.506580167607904,4.570394051829233
4.7340875278469525,-1.363834428054406,-4.650835302387066,6.097921955901358
36.97247110544302,36.40091888893283,-0.47199186274671057,0.5715522165101916
0.13967085060718887,-4.740721347251518,-4.74834065249238,4.880392197858707
0.006085405220193074,-7.520050149587174,-7.524240475852267,7.526135554807367
0.6343294890426137,-5.6853163531347946,-6.112080266636774,6.319645842177408
35.64530585516698,35.12612419267298,-0.2695515523542934,0.5191816624939989
0.052129532317600535,-6.297036868003237,-6.318074109929545,6.349166400320837
