V_T_psi_all,V_T_phi_all,running_min_all,V_T_psi_minus_V_T_phi_all
112.32121747629145,90.99710286312923,-24.526368901311013,21.324114613162223
95.97520383035237,92.79973987488158,-13.976322998921592,3.1754639554707893
121.13806066192461,86.10940392380618,-38.47855570394982,35.02865673811843
86.79860627407493,63.068809881930136,-15.88230867407469,23.72979639214479
102.63198956491237,102.6648035209409,0.038189734910183404,-0.03281395602851944
119.75825753804244,118.91863041581567,-6.9821304356352965,0.8396271222267728
91.14598319596206,58.751749533997234,-30.345135995024247,32.394233661964826
-0.10845400695195195,-19.769284870133053,-19.769284870133053,19.6608308631811
33.23631550720279,-9.239745957586258,-39.08347322692768,42.47606146478905
25.564624934291828,-38.51417995211713,-58.089532979169235,64.07880488640896
95.98632963571652,91.21215824359093,-4.986110410967585,4.774171392125581
37.60816798526071,26.641537114216135,-3.5485196690806946,10.966630871044572
121.01471426674172,103.03201716493139,-24.266527406951383,17.98269710181033
88.57010821243472,56.469937730504306,-29.325704645309568,32.10017048193041
108.62540251247668,86.10592285950136,-24.996078201655983,22.51947965297532
2.9205035249026423,-65.30148924799519,-65.30148924799519,68.22199277289783
124.36851837180745,128.14607105182645,-2.4135902919428496,-3.7775526800189994
69.81915909225245,42.49313996002924,-33.03409761215918,27.32601913222321
93.98797360829576,76.94842921744852,-24.79318828755843,17.03954439084724
110.61421145490496,118.5958902146182,-4.893580937481445,-7.981678759713233
12.821380996239554,-32.863094444733484,-42.36432277291367,45.68447544097304
110.7317405284524,98.65156542241152,-18.7346101552778,12.080175106040883
77.50232622808505,38.716014445716425,-37.24860780397039,38.78631178236863
8.92665990357034,-55.22041609964029,-60.36573261583196,64.14707600321063
120.78195789681507,104.09004864459973,-19.0528795531074,16.69190925221534
8.046158969540784,-63.72508737986277,-69.17018557928292,71.77124634940355
102.63239295711702,117.7365493203157,-1.3102471311369648,-15.104156363198683
62.43673052274994,22.59334712781896,-35.99546276581915,39.84338339493098
1.4310859336981707,-72.69334652909444,-72.69334652909444,74.12443246279261
117.95162894414386,100.42781474642425,-20.83145463236695,17.523814197719616
75.36903423645367,57.845581284420746,-18.56376182139959,17.523452952032926
113.98989062538993,91.08413145142613,-22.355828594549564,22.9057591739638
108.05400538149757,110.60654173375036,-3.983060602750993,-2.552536352252787
104.06598475515398,67.59386826289683,-39.89545184738611,36.47211649225714
108.95969691482259,114.75047231713762,0.10176634117769368,-5.790775402315035
140.53265992688534,144.44250949469142,-2.338653577449467,-3.909849567806077
131.99256758333814,138.98027867987088,-5.973919621506724,-6.987711096532735
53.08933025388296,29.001897159807704,-31.510151623664285,24.08743309407526
13.703400504450315,6.925907194891618,-3.1145300890044263,6.777493309558697
81.1665698460763,52.718075404145026,-34.522031986453754,28.448494441931274
58.720921182457005,19.58357277110897,-26.95005417568365,39.137348411348036
57.243666558315,52.5846040833046,0.1517542735553703,4.659062475010401
11.379483648548558,-23.949210700314424,-32.54801019079,35.32869434886298
4.26245616427309,-11.132462659729615,-12.062861342680012,15.394918824002705
66.27755368929309,48.32969694203111,-23.411767496857035,17.947856747261973
79.96847246878917,38.154674558413966,-39.335156094899176,41.81379791037521
112.12668725054164,123.34056748926075,-2.1303427790659004,-11.213880238719113
122.37515712866758,118.33314815442981,-5.83272701795218,4.042008974237774
33.44428303324162,10.470474016602559,-17.64594188390189,22.97380901663906
97.07242322688296,40.679713294868684,-54.02841561887764,56.39270993201428
103.13059424116017,99.81297651582999,-15.296457474331685,3.31761772533018
104.99556114532993,106.39854418535134,-5.2413740643746864,-1.402983040021411
35.573057346195924,-24.602907690277085,-51.6676949849821,60.17596503647301
2.536289246685726,-70.33880660849171,-70.54927540041272,72.87509585517743
-0.39414386851120753,-40.47207284898728,-40.47207284898728,40.077928980476074
120.25879800768504,118.18194590688317,-1.3058451531976463,2.0768521008018723
6.224234423117082,-57.60540356117,-58.37594707003242,63.82963798428708
88.85866771792149,95.02954068880476,-2.122217075857412,-6.170872970883266
106.86874496560961,106.91870482673828,-10.632682875382455,-0.04995986112867001
55.406070857579266,8.826316547828938,-43.03391935003079,46.57975430975033
43.46563530711285,52.21378737807092,-1.0631755008291695,-8.74815207095807
0.03732103040118773,-66.04157124456185,-66.04157124456185,66.07889227496304
128.02348694242406,121.9156867159198,-8.67733705267931,6.107800226504253
106.05680923195865,49.471370811365624,-55.6459062763883,56.58543842059303
112.30222962568112,95.26390967571113,-22.982667104985573,17.03831994996999
29.171453815214818,24.509094236712695,0.689739198664995,4.662359578502123
102.54835161494566,60.99265803544757,-38.56782752021118,41.55569357949809
104.23042034120499,46.59076168540622,-56.647066275596245,57.63965865579877
30.014645183469725,17.990804800533212,-6.069792221564029,12.023840382936513
123.477233746953,144.0894497415659,-0.9761964870533504,-20.612215994612882
75.23432542885985,57.772866951662316,-21.6877336819568,17.46145847719753
78.87300818429094,84.25426011572073,-8.037298540328031,-5.381251931429787
0.08362507902086236,-17.93226439582004,-18.19604039416695,18.015889474840904
114.05354108379976,119.3496558221614,0.839268469800885,-5.296114738361638
5.3040392292976435,-24.765226794631253,-26.127018216183792,30.069266023928897
71.06006393528719,50.1989510433832,-17.567259482363703,20.861112891903993
5.516778614074269,-49.737661235024206,-51.30649228831582,55.254439849098475
87.71060294427826,76.8356191769029,-6.671355927433441,10.874983767375369
19.474089438471992,-27.488707673801052,-41.19937122165016,46.962797112273044
108.22797386384451,104.76357431152468,-14.923410940018183,3.4643995523198328
110.15164075055749,103.15679527271611,-10.734894198725213,6.99484547784138
