Date,ENGI FP Equity,CS FP Equity
2023-07-25,15.372,27.745
2023-07-24,15.394,27.775
2023-07-21,15.462,27.70
2023-07-20,15.358,27.345
2023-07-19,15.056,26.635
2023-07-18,14.982,26.575
2023-07-17,14.98,26.46
2023-07-14,15.012,26.34
2023-07-13,15.084,26.665
2023-07-12,14.96,26.605
2023-07-11,14.918,25.815
2023-07-10,14.90,25.43
2023-07-07,15.094,25.35
2023-07-06,15.016,25.445
2023-07-05,15.294,26.00
2023-07-04,15.46,26.97
2023-07-03,15.366,27.22
2023-06-30,15.228,27.025
2023-06-29,15.002,26.74
2023-06-28,14.406,26.80
2023-06-27,14.372,26.76
2023-06-26,14.356,26.525
2023-06-23,14.112,26.41
2023-06-22,14.208,26.135
2023-06-21,14.25,26.26
2023-06-20,14.31,26.305
2023-06-19,14.17,26.37
2023-06-16,14.356,26.40
2023-06-15,14.224,26.575
2023-06-14,14.296,26.655
2023-06-13,14.16,26.38
2023-06-12,14.108,26.23
2023-06-09,14.228,26.52
2023-06-08,14.182,27.06
2023-06-07,14.134,27.15
2023-06-06,14.116,27.26
2023-06-05,14.078,27.175
2023-06-02,14.104,27.255
2023-06-01,14.088,26.775
2023-05-31,14.042,26.415
2023-05-30,14.06,26.965
2023-05-29,13.918,27.25
2023-05-26,13.896,27.095
2023-05-25,13.944,26.965
2023-05-24,14.25,27.16
2023-05-23,14.41,27.86
2023-05-22,14.432,27.745
2023-05-19,14.496,27.765
2023-05-18,14.498,27.745
2023-05-17,14.73,27.645
2023-05-16,14.81,27.76
2023-05-15,14.782,27.60
2023-05-12,14.868,26.945
2023-05-11,14.788,26.925
2023-05-10,14.688,27.16
2023-05-09,14.726,27.545
2023-05-08,14.672,27.655
2023-05-05,14.554,28.86
2023-05-04,14.612,28.145
2023-05-03,14.428,28.795
2023-05-02,14.366,28.84
2023-04-28,14.516,29.57
2023-04-27,15.408,29.455
2023-04-26,15.424,29.27
2023-04-25,15.426,29.285
2023-04-24,15.318,29.32
2023-04-21,15.474,29.265
2023-04-20,15.422,29.28
2023-04-19,15.44,29.28
2023-04-18,15.292,28.835
2023-04-17,15.214,28.335
2023-04-14,15.082,28.715
2023-04-13,15.206,29.065
2023-04-12,15.26,29.15
2023-04-11,15.20,28.935
2023-04-06,15.066,28.70
2023-04-05,14.926,28.265
2023-04-04,14.75,28.315
2023-04-03,14.67,28.22
2023-03-31,14.574,28.165
2023-03-30,14.558,28.285
2023-03-29,14.214,27.885
2023-03-28,13.926,27.165
2023-03-27,13.844,26.96
2023-03-24,13.574,26.635
2023-03-23,13.90,27.225
2023-03-22,13.884,27.50
2023-03-21,13.854,27.715
2023-03-20,13.566,26.61
2023-03-17,13.432,25.97
2023-03-16,13.776,26.85
2023-03-15,13.56,26.29
2023-03-14,14.072,27.715
2023-03-13,13.912,27.675
2023-03-10,14.102,29.405
2023-03-09,14.10,30.10
2023-03-08,14.134,30.17
2023-03-07,14.066,29.95
2023-03-06,14.006,30.105
2023-03-03,13.862,29.89
2023-03-02,13.764,29.665
2023-03-01,13.602,29.77
2023-02-28,13.836,29.85
2023-02-27,13.964,29.375
2023-02-24,14.02,28.41
2023-02-23,14.14,28.71
2023-02-22,14.088,27.81
2023-02-21,14.25,28.11
2023-02-20,13.594,28.29
2023-02-17,13.50,28.325
2023-02-16,13.374,28.30
2023-02-15,13.288,28.155
2023-02-14,13.24,28.22
2023-02-13,13.13,28.40
2023-02-10,13.206,28.425
2023-02-09,13.08,28.705
2023-02-08,13.092,28.52
2023-02-07,12.842,28.405
2023-02-06,13.03,28.485
2023-02-03,13.096,28.62
2023-02-02,12.912,28.83
2023-02-01,13.152,28.61
2023-01-31,13.02,28.615
2023-01-30,12.972,28.64
2023-01-27,12.996,28.635
2023-01-26,13.072,28.645
2023-01-25,13.104,28.53
2023-01-24,12.962,28.27
2023-01-23,12.61,28.04
2023-01-20,12.522,28.255
2023-01-19,12.472,27.88
2023-01-18,12.53,28.26
2023-01-17,12.472,28.06
2023-01-16,13.194,28.05
2023-01-13,13.324,27.81
2023-01-12,13.426,27.81
2023-01-11,13.298,27.33
2023-01-10,13.156,27.45
2023-01-09,13.164,27.405
2023-01-06,12.946,27.345
2023-01-05,13.35,26.745
2023-01-04,13.246,27.045
2023-01-03,13.508,26.66
2023-01-02,13.556,26.485
2022-12-30,13.388,26.055
2022-12-29,13.532,26.40
2022-12-28,13.414,26.35
2022-12-27,13.618,26.505
2022-12-23,13.582,26.43
2022-12-22,13.614,26.575
2022-12-21,13.716,26.695
2022-12-20,13.494,26.39
2022-12-19,13.954,26.26
2022-12-16,13.892,26.03
2022-12-15,13.988,26.215
2022-12-14,14.346,27.08
2022-12-13,14.352,27.405
2022-12-12,14.394,27.025
2022-12-09,14.384,27.35
2022-12-08,14.292,27.02
2022-12-07,14.49,27.265
2022-12-06,14.496,27.46
2022-12-05,14.438,27.31
2022-12-02,14.454,27.39
2022-12-01,14.486,27.375
2022-11-30,14.52,27.02
2022-11-29,14.36,27.355
2022-11-28,14.372,27.10
2022-11-25,14.428,27.27
2022-11-24,14.45,27.275
2022-11-23,14.39,27.13
2022-11-22,14.488,27.165
2022-11-21,14.51,26.985
2022-11-18,14.38,27.08
2022-11-17,14.326,26.63
2022-11-16,14.264,26.695
2022-11-15,14.36,26.63
2022-11-14,14.242,26.70
2022-11-11,13.99,26.59
2022-11-10,13.90,26.62
2022-11-09,13.372,26.50
2022-11-08,13.41,26.57
2022-11-07,13.484,26.49
2022-11-04,13.538,25.915
2022-11-03,13.31,25.865
2022-11-02,13.302,25.085
2022-11-01,13.396,25.35
2022-10-31,13.154,25.00
2022-10-28,13.096,24.94
2022-10-27,13.03,24.985
2022-10-26,12.99,24.83
2022-10-25,13.042,24.97
2022-10-24,12.682,24.835
2022-10-21,12.22,24.23
2022-10-20,12.238,24.29
2022-10-19,12.258,24.495
2022-10-18,12.144,23.965
2022-10-17,12.144,23.92
2022-10-14,11.944,23.72
2022-10-13,11.75,23.255
2022-10-12,11.536,22.645
2022-10-11,11.572,23.005
2022-10-10,11.72,23.175
2022-10-07,11.954,23.12
2022-10-06,11.95,23.16
2022-10-05,12.23,23.46
2022-10-04,12.318,23.815
2022-10-03,12.108,22.23
2022-09-30,11.842,22.475
2022-09-29,11.874,22.345
2022-09-28,12.062,22.875
2022-09-27,12.00,23.30
2022-09-26,12.066,23.515
2022-09-23,12.496,24.03
2022-09-22,12.688,24.64
2022-09-21,12.816,24.925
2022-09-20,12.602,24.94
2022-09-19,12.88,25.05
2022-09-16,12.844,25.20
2022-09-15,12.942,25.375
2022-09-14,13.076,25.165
2022-09-13,13.264,25.425
2022-09-12,12.89,25.52
2022-09-09,12.776,24.885
2022-09-08,12.758,24.38
2022-09-07,12.724,23.72
2022-09-06,12.126,23.775
2022-09-05,12.234,23.57
2022-09-02,12.172,23.885
2022-09-01,11.816,23.39
2022-08-31,11.868,23.525
2022-08-30,12.118,23.545
2022-08-29,12.20,23.295
2022-08-26,12.752,23.43
2022-08-25,12.912,23.62
2022-08-24,12.946,23.665
2022-08-23,12.93,23.80
2022-08-22,12.914,23.78
2022-08-19,12.938,24.26
2022-08-18,12.922,24.375
2022-08-17,12.95,24.45
2022-08-16,12.976,24.585
2022-08-15,12.846,24.46
2022-08-12,12.90,24.415
2022-08-11,12.806,24.26
2022-08-10,12.746,24.155
2022-08-09,12.604,23.89
2022-08-08,12.562,23.85
2022-08-05,12.452,23.48
2022-08-04,12.42,23.14
2022-08-03,12.37,23.43
2022-08-02,12.506,22.175
2022-08-01,12.418,22.335
2022-07-29,12.06,22.45
2022-07-28,12.046,21.96
2022-07-27,11.75,21.795
2022-07-26,11.49,21.41
2022-07-25,11.64,21.425
2022-07-22,11.416,21.21
2022-07-21,11.422,21.25
2022-07-20,11.47,21.195
2022-07-19,11.506,21.40
2022-07-18,11.198,21.115
2022-07-15,11.032,20.95
2022-07-14,10.874,20.75
2022-07-13,10.862,21.335
2022-07-12,10.852,21.75
2022-07-11,10.782,21.44
2022-07-08,10.834,21.605
2022-07-07,10.628,21.225
2022-07-06,10.384,20.685
2022-07-05,10.554,20.38
2022-07-04,10.988,21.785
2022-07-01,11.194,21.725
2022-06-30,10.966,21.66
2022-06-29,11.39,22.00
2022-06-28,11.488,22.29
2022-06-27,11.368,22.035
2022-06-24,11.346,22.465
2022-06-23,11.442,21.96
2022-06-22,11.558,22.42
2022-06-21,11.462,22.635
2022-06-20,11.514,22.715
2022-06-17,11.254,22.49
2022-06-16,11.322,22.595
2022-06-15,12.212,23.055
2022-06-14,11.958,22.39
2022-06-13,12.10,22.115
2022-06-10,12.258,22.58
2022-06-09,12.46,23.41
2022-06-08,12.474,23.335
2022-06-07,12.598,23.685
2022-06-06,12.602,23.895
2022-06-03,12.474,23.505
2022-06-02,12.43,23.48
2022-06-01,12.48,23.50
2022-05-31,12.496,23.51
2022-05-30,12.554,24.12
2022-05-27,12.70,24.27
2022-05-26,12.742,23.96
2022-05-25,12.782,23.635
2022-05-24,12.596,23.365
2022-05-23,12.864,23.425
2022-05-20,12.642,23.12
2022-05-19,12.474,23.045
2022-05-18,12.364,23.42
2022-05-17,12.252,23.585
2022-05-16,11.632,23.04
2022-05-13,11.36,23.005
2022-05-12,11.082,22.655
2022-05-11,11.29,22.96
2022-05-10,10.99,22.47
2022-05-09,11.006,22.24
2022-05-06,11.138,22.795
2022-05-05,11.276,24.675
2022-05-04,11.388,25.16
2022-05-03,11.348,25.49
2022-05-02,11.242,25.185
2022-04-29,11.322,25.46
2022-04-28,11.34,25.69
2022-04-27,11.164,25.705
2022-04-26,11.446,25.93
2022-04-25,11.56,25.775
2022-04-22,12.078,26.63
2022-04-21,12.164,27.09
2022-04-20,12.006,27.155
2022-04-19,11.686,26.59
2022-04-14,11.654,27.00
2022-04-13,11.612,26.66
2022-04-12,11.448,26.775
2022-04-11,11.52,26.50
2022-04-08,11.614,25.765
2022-04-07,11.544,25.485
2022-04-06,11.754,25.71
2022-04-05,11.784,25.76
2022-04-04,12.00,26.24
2022-04-01,11.926,26.77
2022-03-31,11.934,26.565
2022-03-30,12.07,26.53
2022-03-29,12.09,26.81
2022-03-28,11.826,25.87
2022-03-25,11.798,25.715
2022-03-24,11.808,25.67
2022-03-23,11.982,25.715
2022-03-22,12.31,26.005
2022-03-21,12.064,25.54
2022-03-18,12.072,25.475
2022-03-17,12.086,25.605
2022-03-16,11.78,25.56
2022-03-15,11.534,25.065
2022-03-14,11.428,24.875
2022-03-11,11.07,24.10
2022-03-10,11.072,23.635
2022-03-09,11.248,24.34
2022-03-08,10.484,22.565
2022-03-07,10.10,22.22
2022-03-04,10.732,22.255
2022-03-03,11.322,23.49
2022-03-02,12.078,23.325
2022-03-01,12.386,23.23
2022-02-28,14.268,24.275
2022-02-25,14.416,24.77
2022-02-24,13.716,24.53
2022-02-23,14.39,26.12
2022-02-22,14.402,26.30
2022-02-21,14.298,26.57
2022-02-18,14.48,26.92
2022-02-17,14.404,27.19
2022-02-16,14.132,28.00
2022-02-15,14.23,28.12
2022-02-14,14.298,27.575
2022-02-11,14.538,28.42
2022-02-10,14.568,28.61
