Date,ENGI FP Equity,CS FP Equity
2019-04-12,13.20,23.34
2019-04-11,13.375,23.28
2019-04-10,13.605,23.175
2019-04-09,13.58,23.16
2019-04-08,13.545,23.245
2019-04-05,13.44,23.25
2019-04-04,13.47,23.37
2019-04-03,13.47,23.34
2019-04-02,13.35,22.965
2019-04-01,13.315,22.705
2019-03-29,13.28,22.43
2019-03-28,13.24,22.255
2019-03-27,13.295,22.48
2019-03-26,13.23,22.37
2019-03-25,13.30,22.295
2019-03-22,13.245,22.33
2019-03-21,13.45,22.605
2019-03-20,13.475,22.675
2019-03-19,13.44,22.845
2019-03-18,13.50,22.80
2019-03-15,13.515,22.795
2019-03-14,13.30,22.465
2019-03-13,13.335,22.31
2019-03-12,13.335,22.15
2019-03-11,13.28,22.17
2019-03-08,13.24,21.985
2019-03-07,13.28,22.225
2019-03-06,13.115,22.355
2019-03-05,13.175,22.285
2019-03-04,13.20,22.455
2019-03-01,13.34,22.525
2019-02-28,13.25,22.295
2019-02-27,13.90,22.105
2019-02-26,14.13,21.825
2019-02-25,14.07,21.80
2019-02-22,14.06,21.635
2019-02-21,14.13,21.39
2019-02-20,14.11,21.16
2019-02-19,14.085,20.79
2019-02-18,14.075,20.78
2019-02-15,14.12,20.745
2019-02-14,14.04,20.37
2019-02-13,13.95,20.505
2019-02-12,13.925,20.355
2019-02-11,13.905,20.27
2019-02-08,13.74,20.11
2019-02-07,13.81,20.285
2019-02-06,13.965,20.57
2019-02-05,14.10,20.515
2019-02-04,13.935,20.39
2019-02-01,14.09,20.355
2019-01-31,13.985,20.245
2019-01-30,13.895,20.33
2019-01-29,14.045,20.36
2019-01-28,13.875,20.30
2019-01-25,13.925,20.41
2019-01-24,13.755,20.38
2019-01-23,13.805,20.27
2019-01-22,13.695,20.395
2019-01-21,13.73,20.485
2019-01-18,13.835,20.56
2019-01-17,13.60,20.10
2019-01-16,13.50,20.05
2019-01-15,13.605,19.738
2019-01-14,13.36,19.678
2019-01-11,13.325,19.556
2019-01-10,13.465,19.508
2019-01-09,13.235,19.346
2019-01-08,13.16,19.222
2019-01-07,13.02,19.15
2019-01-04,12.715,19.236
2019-01-03,12.54,18.65
2019-01-02,12.54,18.806
2018-12-31,12.525,18.858
2018-12-28,12.275,18.78
2018-12-27,12.02,18.54
2018-12-24,12.28,18.768
2018-12-21,12.51,18.796
2018-12-20,12.465,18.688
2018-12-19,12.795,18.952
2018-12-18,12.67,18.97
2018-12-17,12.865,19.02
2018-12-14,12.905,19.198
2018-12-13,12.775,19.316
2018-12-12,12.65,19.354
2018-12-11,12.26,19.192
2018-12-10,11.99,19.36
2018-12-07,12.125,19.72
2018-12-06,12.08,19.972
2018-12-05,12.365,20.65
2018-12-04,12.35,21.24
2018-12-03,12.55,21.58
2018-11-30,12.42,21.515
2018-11-29,12.49,21.535
2018-11-28,12.565,21.42
2018-11-27,12.67,21.265
2018-11-26,12.44,21.215
2018-11-23,12.09,20.91
2018-11-22,12.145,20.86
2018-11-21,12.32,21.15
2018-11-20,12.16,21.155
2018-11-19,12.195,21.685
2018-11-16,12.20,21.605
2018-11-15,12.16,21.82
2018-11-14,12.50,22.02
2018-11-13,12.545,22.225
2018-11-12,12.545,22.055
2018-11-09,12.575,22.305
2018-11-08,12.275,22.32
2018-11-07,12.445,22.235
2018-11-06,12.02,22.005
2018-11-05,12.055,22.06
2018-11-02,11.91,22.235
2018-11-01,11.97,22.18
2018-10-31,11.775,22.14
2018-10-30,11.44,21.97
2018-10-29,11.47,21.98
2018-10-26,11.475,21.805
2018-10-25,11.645,22.075
2018-10-24,11.585,21.96
2018-10-23,11.62,22.15
2018-10-22,11.695,22.485
2018-10-19,11.735,22.37
2018-10-18,11.68,22.56
2018-10-17,11.75,22.515
2018-10-16,11.83,22.515
2018-10-15,11.75,22.58
2018-10-12,11.68,22.47
2018-10-11,11.86,22.62
2018-10-10,12.175,23.445
2018-10-09,12.81,23.51
2018-10-08,12.655,23.51
2018-10-05,12.675,23.71
2018-10-04,12.705,23.675
2018-10-03,12.795,23.235
2018-10-02,12.77,23.12
2018-10-01,12.635,23.06
2018-09-28,12.665,23.15
2018-09-27,12.56,23.585
2018-09-26,12.405,23.695
2018-09-25,12.25,23.475
2018-09-24,12.46,23.315
2018-09-21,12.62,23.345
2018-09-20,12.405,23.015
2018-09-19,12.17,22.795
2018-09-18,12.43,22.405
2018-09-17,12.445,22.23
2018-09-14,12.40,22.145
2018-09-13,12.40,22.04
2018-09-12,12.45,21.925
2018-09-11,12.47,21.85
2018-09-10,12.495,21.98
2018-09-07,12.255,21.79
2018-09-06,12.28,21.965
2018-09-05,12.345,22.00
2018-09-04,12.59,22.03
2018-09-03,12.60,22.12
2018-08-31,12.63,21.745
2018-08-30,12.985,21.93
2018-08-29,13.03,22.10
2018-08-28,12.975,22.065
2018-08-27,13.025,21.935
2018-08-24,13.06,21.755
2018-08-23,13.115,21.73
2018-08-22,13.065,21.785
2018-08-21,13.16,21.725
2018-08-20,13.13,21.515
2018-08-17,13.075,21.525
2018-08-16,13.14,21.59
2018-08-15,13.025,21.40
2018-08-14,13.18,21.53
2018-08-13,13.16,21.665
2018-08-10,13.08,21.86
2018-08-09,13.385,22.265
2018-08-08,13.33,22.18
2018-08-07,13.49,22.05
2018-08-06,13.405,22.055
2018-08-03,13.45,22.05
2018-08-02,13.44,21.91
2018-08-01,13.54,21.685
2018-07-31,13.815,21.60
2018-07-30,13.80,21.38
2018-07-27,14.15,21.225
2018-07-26,13.81,21.04
2018-07-25,13.505,20.94
2018-07-24,13.455,21.065
2018-07-23,13.55,20.78
2018-07-20,13.375,20.75
2018-07-19,13.34,20.93
2018-07-18,13.445,20.95
2018-07-17,13.395,20.84
2018-07-16,13.40,20.75
2018-07-13,13.525,20.74
2018-07-12,13.515,20.735
2018-07-11,13.41,20.77
2018-07-10,13.50,21.105
2018-07-09,13.51,21.29
2018-07-06,13.585,21.13
2018-07-05,13.525,21.125
2018-07-04,13.40,21.005
2018-07-03,13.37,20.885
2018-07-02,13.15,20.825
2018-06-29,13.13,21.015
2018-06-28,13.135,20.825
2018-06-27,13.27,20.95
2018-06-26,13.095,21.03
2018-06-25,13.025,21.16
2018-06-22,13.235,21.42
2018-06-21,13.15,21.265
2018-06-20,13.25,21.445
2018-06-19,13.20,21.495
2018-06-18,13.25,21.58
2018-06-15,13.92,21.60
2018-06-14,13.895,21.835
2018-06-13,13.565,21.76
2018-06-12,13.68,21.90
2018-06-11,13.625,21.985
2018-06-08,13.50,21.80
2018-06-07,13.66,21.80
2018-06-06,13.49,21.63
2018-06-05,13.58,21.73
2018-06-04,13.715,21.975
2018-06-01,13.56,21.83
2018-05-31,13.535,21.325
2018-05-30,13.72,21.35
2018-05-29,13.735,21.53
2018-05-28,13.81,22.29
2018-05-25,13.95,22.445
2018-05-24,14.155,22.505
2018-05-23,14.28,22.575
2018-05-22,14.28,22.95
2018-05-21,14.60,22.96
2018-05-18,14.615,22.995
2018-05-17,14.545,23.04
2018-05-16,14.25,22.64
2018-05-15,14.77,22.68
2018-05-14,14.69,22.565
2018-05-11,14.64,22.495
2018-05-10,14.60,22.37
2018-05-09,14.60,22.34
2018-05-08,14.72,22.525
2018-05-07,14.70,22.65
2018-05-04,14.70,22.555
2018-05-03,14.57,22.405
2018-05-02,14.555,23.845
2018-04-30,14.55,23.72
2018-04-27,14.435,23.54
2018-04-26,14.33,23.455
2018-04-25,14.18,23.415
2018-04-24,14.15,23.49
2018-04-23,14.165,23.555
2018-04-20,14.135,23.415
2018-04-19,14.09,23.455
2018-04-18,14.00,23.36
2018-04-17,13.97,23.125
2018-04-16,13.885,22.875
2018-04-13,13.975,22.70
2018-04-12,13.95,22.57
2018-04-11,13.80,22.22
2018-04-10,13.83,22.22
2018-04-09,13.92,22.065
2018-04-06,14.05,22.00
2018-04-05,14.00,21.88
2018-04-04,13.795,21.51
2018-04-03,13.665,21.59
2018-03-29,13.555,21.60
2018-03-28,13.545,21.43
2018-03-27,13.20,21.34
2018-03-26,13.26,21.14
2018-03-23,13.255,21.31
2018-03-22,13.47,21.795
2018-03-21,13.565,22.32
2018-03-20,13.46,22.46
2018-03-19,13.445,22.33
2018-03-16,13.54,22.795
2018-03-15,13.45,22.565
2018-03-14,13.31,22.43
2018-03-13,13.13,22.535
2018-03-12,13.19,22.605
2018-03-09,13.175,22.49
2018-03-08,13.13,22.655
2018-03-07,12.645,22.41
2018-03-06,12.625,22.825
2018-03-05,12.60,22.62
2018-03-02,12.27,25.05
2018-03-01,12.74,25.79
2018-02-28,12.875,25.86
2018-02-27,13.07,25.915
2018-02-26,12.96,25.65
2018-02-23,12.975,25.48
2018-02-22,12.815,25.605
2018-02-21,12.70,25.445
2018-02-20,12.615,25.40
2018-02-19,12.585,25.315
2018-02-16,12.65,25.22
2018-02-15,12.525,25.20
2018-02-14,12.615,24.85
2018-02-13,12.495,24.80
2018-02-12,12.655,25.07
2018-02-09,12.635,24.91
2018-02-08,12.845,25.325
2018-02-07,13.175,25.845
2018-02-06,13.03,25.56
2018-02-05,13.37,26.355
2018-02-02,13.575,26.565
2018-02-01,13.84,26.42
2018-01-31,13.98,26.495
2018-01-30,13.895,26.635
2018-01-29,14.03,27.175
2018-01-26,13.995,26.92
2018-01-25,14.07,26.98
2018-01-24,14.175,27.075
2018-01-23,14.41,27.26
2018-01-22,14.45,27.44
2018-01-19,14.42,27.335
2018-01-18,14.435,27.255
2018-01-17,14.55,26.71
2018-01-16,14.66,26.74
2018-01-15,14.485,26.795
2018-01-12,14.56,26.86
2018-01-11,14.67,26.575
2018-01-10,14.65,26.385
2018-01-09,14.68,26.035
2018-01-08,14.69,25.815
2018-01-05,14.595,25.505
2018-01-04,14.515,25.24
2018-01-03,14.29,24.73
2018-01-02,14.23,24.76
2017-12-29,14.335,24.735
2017-12-28,14.395,24.975
2017-12-27,14.495,25.065
2017-12-22,14.565,25.175
2017-12-21,14.53,25.29
2017-12-20,14.495,25.255
2017-12-19,14.515,25.48
2017-12-18,14.70,25.695
2017-12-15,14.54,25.275
2017-12-14,14.47,25.25
2017-12-13,14.70,25.43
2017-12-12,14.855,25.545
2017-12-11,14.755,25.425
2017-12-08,14.815,25.27
2017-12-07,14.915,25.38
2017-12-06,14.89,25.345
2017-12-05,14.83,25.34
2017-12-04,14.775,25.60
2017-12-01,14.69,25.23
2017-11-30,14.705,25.35
2017-11-29,14.80,25.52
2017-11-28,14.51,25.325
2017-11-27,14.43,25.095
2017-11-24,14.455,25.35
2017-11-23,14.51,25.15
2017-11-22,14.42,25.20
2017-11-21,14.38,25.39
2017-11-20,14.36,24.97
2017-11-17,14.305,25.14
2017-11-16,14.49,25.105
2017-11-15,14.49,24.83
2017-11-14,14.505,24.85
2017-11-13,14.575,25.07
2017-11-10,14.735,25.215
2017-11-09,14.88,25.295
2017-11-08,14.785,25.39
2017-11-07,14.725,25.32
2017-11-06,14.74,25.365
2017-11-03,14.635,25.475
2017-11-02,14.61,26.20
2017-11-01,14.505,26.245
2017-10-31,14.51,25.93
2017-10-30,14.355,25.72
2017-10-27,14.50,25.755
2017-10-26,14.45,25.82
2017-10-25,14.24,25.54
2017-10-24,14.555,25.60
2017-10-23,14.62,25.29
2017-10-20,14.32,25.475
2017-10-19,14.43,25.315
2017-10-18,14.235,25.295
2017-10-17,14.29,25.31
2017-10-16,14.31,25.365
2017-10-13,14.43,25.31
2017-10-12,14.48,25.60
2017-10-11,14.435,25.825
2017-10-10,14.405,25.935
2017-10-09,14.48,26.005
2017-10-06,14.31,25.94
2017-10-05,14.35,25.865
2017-10-04,14.25,25.55
2017-10-03,14.32,25.60
2017-10-02,14.44,25.63
2017-09-29,14.37,25.59
2017-09-28,14.24,25.31
2017-09-27,14.25,25.08
2017-09-26,14.32,24.655
2017-09-25,14.40,24.765
2017-09-22,14.39,24.955
2017-09-21,14.285,24.865
2017-09-20,14.44,24.685
2017-09-19,14.335,24.73
2017-09-18,14.275,24.665
2017-09-15,14.40,24.55
2017-09-14,14.48,24.805
2017-09-13,14.61,24.775
2017-09-12,14.825,24.64
2017-09-11,14.925,24.35
2017-09-08,14.75,23.955
2017-09-07,14.795,23.855
2017-09-06,14.41,23.96
2017-09-05,13.975,24.075
2017-09-04,14.05,24.35
2017-09-01,14.10,24.495
2017-08-31,14.02,24.375
2017-08-30,13.965,24.255
2017-08-29,14.025,24.255
2017-08-28,14.275,24.58
2017-08-25,14.33,24.79
2017-08-24,14.50,24.855
2017-08-23,14.315,24.625
2017-08-22,14.19,24.71
2017-08-21,14.06,24.57
2017-08-18,14.15,24.78
2017-08-17,14.20,24.805
2017-08-16,14.08,25.04
2017-08-15,14.10,24.88
2017-08-14,13.81,24.76
2017-08-11,13.56,24.565
2017-08-10,13.74,24.97
2017-08-09,13.68,25.34
2017-08-08,13.835,25.67
2017-08-07,13.775,25.51
2017-08-04,13.845,25.47
2017-08-03,13.65,25.205
2017-08-02,13.645,25.30
2017-08-01,13.73,25.12
2017-07-31,13.605,24.96
2017-07-28,13.64,25.145
2017-07-27,13.745,25.28
2017-07-26,13.70,25.15
2017-07-25,13.625,24.995
2017-07-24,13.52,24.635
2017-07-21,13.57,24.56
2017-07-20,13.45,24.885
2017-07-19,13.60,24.965
2017-07-18,13.29,24.79
2017-07-17,13.285,25.15
2017-07-14,13.315,25.215
2017-07-13,13.33,25.33
2017-07-12,13.325,25.125
2017-07-11,13.045,25.03
2017-07-10,13.16,25.175
2017-07-07,13.095,25.00
2017-07-06,13.10,24.81
2017-07-05,13.285,24.63
2017-07-04,13.355,24.525
2017-07-03,13.44,24.565
2017-06-30,13.215,23.95
2017-06-29,13.40,24.165
2017-06-28,13.655,24.17
2017-06-27,13.675,23.885
2017-06-26,13.985,23.99
2017-06-23,13.915,23.92
2017-06-22,13.785,24.02
2017-06-21,13.82,24.045
2017-06-20,13.92,24.27
2017-06-19,14.00,24.295
2017-06-16,14.015,24.225
2017-06-15,13.93,23.925
2017-06-14,13.84,24.045
2017-06-13,13.57,24.10
2017-06-12,13.655,24.07
2017-06-09,13.93,24.025
2017-06-08,13.985,23.755
2017-06-07,13.73,23.525
2017-06-06,13.60,23.585
2017-06-05,13.46,23.845
2017-06-02,13.50,23.885
2017-06-01,13.525,23.845
2017-05-31,13.585,23.74
2017-05-30,13.37,23.715
2017-05-29,13.255,23.885
2017-05-26,13.24,23.705
2017-05-25,13.22,23.845
2017-05-24,13.30,23.985
2017-05-23,13.50,24.03
2017-05-22,13.465,23.815
2017-05-19,13.48,23.79
2017-05-18,13.395,23.565
2017-05-17,13.48,23.825
2017-05-16,13.73,24.23
2017-05-15,13.92,24.40
2017-05-12,13.80,24.235
2017-05-11,13.82,24.275
2017-05-10,14.025,24.47
2017-05-09,14.00,24.51
2017-05-08,13.815,24.645
2017-05-05,13.83,25.00
2017-05-04,13.86,25.80
2017-05-03,13.325,25.165
2017-05-02,13.18,24.915
2017-04-28,12.95,24.51
2017-04-27,13.00,24.42
2017-04-26,13.095,24.74
2017-04-25,13.23,25.00
2017-04-24,13.425,25.03
2017-04-21,12.785,23.495
2017-04-20,12.82,23.29
2017-04-19,12.805,22.845
2017-04-18,12.81,22.79
2017-04-13,13.165,23.25
2017-04-12,13.315,23.58
2017-04-11,13.27,23.63
2017-04-10,13.315,23.65
2017-04-07,13.45,23.68
2017-04-06,13.405,23.83
2017-04-05,13.29,23.70
2017-04-04,13.145,23.855
2017-04-03,13.17,23.925
2017-03-31,13.28,24.255
2017-03-30,13.00,24.215
2017-03-29,13.10,24.045
2017-03-28,12.725,23.875
2017-03-27,12.60,23.705
2017-03-24,12.58,23.55
2017-03-23,12.55,23.64
2017-03-22,12.47,23.485
2017-03-21,12.48,23.925
2017-03-20,12.48,23.84
2017-03-17,12.48,23.865
2017-03-16,12.50,23.925
2017-03-15,12.505,23.83
2017-03-14,12.455,23.73
2017-03-13,12.625,23.93
2017-03-10,12.56,23.92
2017-03-09,12.72,24.01
2017-03-08,12.595,23.725
2017-03-07,12.665,23.58
2017-03-06,12.75,23.57
2017-03-03,12.795,23.605
2017-03-02,12.605,23.20
2017-03-01,11.645,23.04
2017-02-28,11.54,22.27
2017-02-27,11.505,22.07
2017-02-24,11.225,22.195
2017-02-23,11.265,22.60
2017-02-22,11.30,22.825
2017-02-21,11.24,22.495
2017-02-20,11.09,22.355
2017-02-17,11.08,22.465
2017-02-16,11.195,22.87
2017-02-15,11.18,23.10
2017-02-14,11.235,23.095
2017-02-13,11.31,23.005
2017-02-10,11.17,22.605
2017-02-09,11.31,22.66
2017-02-08,11.24,22.15
2017-02-07,11.025,22.42
2017-02-06,10.99,22.725
2017-02-03,11.08,23.16
2017-02-02,11.01,22.745
2017-02-01,10.885,23.16
2017-01-31,11.065,22.72
2017-01-30,11.03,22.91
2017-01-27,11.235,23.255
2017-01-26,11.40,23.40
2017-01-25,11.49,23.335
2017-01-24,11.605,22.72
2017-01-23,11.665,22.805
2017-01-20,11.635,23.10
2017-01-19,11.67,23.26
2017-01-18,11.79,23.15
2017-01-17,11.79,23.605
2017-01-16,11.66,23.75
2017-01-13,11.67,24.345
2017-01-12,11.74,23.92
2017-01-11,11.575,24.34
2017-01-10,11.93,24.285
2017-01-09,12.05,24.615
2017-01-06,12.16,25.00
2017-01-05,12.175,24.705
2017-01-04,12.195,24.715
2017-01-03,12.19,24.43
2017-01-02,12.23,24.14
2016-12-30,12.12,23.985
2016-12-29,12.14,23.82
2016-12-28,12.11,23.995
2016-12-27,12.07,24.165
2016-12-23,12.045,24.05
2016-12-22,12.135,24.065
2016-12-21,12.26,23.995
2016-12-20,12.335,24.07
2016-12-19,12.245,23.75
2016-12-16,12.125,23.99
2016-12-15,11.99,23.98
2016-12-14,12.03,23.67
2016-12-13,12.20,23.95
2016-12-12,11.975,23.99
2016-12-09,11.935,23.945
2016-12-08,11.945,24.365
2016-12-07,11.92,24.38
2016-12-06,11.855,23.44
2016-12-05,11.52,22.775
2016-12-02,11.535,22.22
2016-12-01,11.585,22.41
2016-11-30,11.65,22.23
2016-11-29,11.63,22.00
2016-11-28,11.56,21.76
2016-11-25,11.545,22.14
2016-11-24,11.42,22.27
2016-11-23,11.49,22.27
2016-11-22,11.62,22.63
2016-11-21,11.52,21.82
2016-11-18,11.255,21.90
2016-11-17,11.51,22.17
2016-11-16,11.53,22.22
2016-11-15,11.61,22.56
2016-11-14,11.59,22.71
2016-11-11,11.72,22.15
2016-11-10,11.775,22.20
2016-11-09,12.75,21.28
2016-11-08,13.005,20.345
2016-11-07,12.97,20.145
2016-11-04,12.745,19.39
2016-11-03,12.65,19.975
2016-11-02,12.70,19.78
2016-11-01,12.935,20.55
2016-10-31,13.135,20.535
2016-10-28,13.32,20.70
2016-10-27,13.235,20.825
2016-10-26,13.285,20.71
2016-10-25,13.215,20.76
2016-10-24,13.19,20.835
2016-10-21,13.295,20.545
2016-10-20,13.375,20.505
2016-10-19,13.315,20.465
2016-10-18,13.335,20.66
2016-10-17,13.13,20.195
2016-10-14,13.16,20.345
2016-10-13,12.915,20.04
2016-10-12,12.925,20.76
2016-10-11,13.255,20.515
2016-10-10,13.235,20.465
2016-10-07,13.075,20.16
2016-10-06,13.34,20.07
2016-10-05,13.37,19.60
2016-10-04,13.595,18.97
2016-10-03,13.68,18.735
2016-09-30,13.79,18.94
2016-09-29,13.89,18.72
2016-09-28,13.71,18.785
2016-09-27,13.54,18.64
2016-09-26,13.625,18.89
2016-09-23,13.855,19.77
2016-09-22,13.90,19.77
2016-09-21,13.55,19.26
2016-09-20,13.66,18.75
2016-09-19,13.75,18.86
2016-09-16,13.58,18.57
2016-09-15,13.735,18.97
2016-09-14,13.88,18.51
2016-09-13,14.05,18.66
2016-09-12,14.355,19.265
2016-09-09,14.595,19.825
2016-09-08,14.68,19.615
2016-09-07,14.67,19.365
2016-09-06,14.76,19.18
2016-09-05,14.72,19.325
2016-09-02,14.615,19.30
2016-09-01,14.22,19.015
2016-08-31,14.29,18.82
2016-08-30,14.30,18.335
2016-08-29,14.25,17.995
2016-08-26,14.33,17.995
2016-08-25,14.25,17.865
2016-08-24,14.295,18.05
2016-08-23,14.37,17.95
2016-08-22,14.245,17.55
2016-08-19,14.32,17.505
2016-08-18,14.47,17.995
2016-08-17,14.36,17.915
2016-08-16,14.675,18.21
2016-08-15,14.835,18.485
2016-08-12,14.82,18.525
2016-08-11,14.705,18.62
2016-08-10,14.56,18.50
2016-08-09,14.65,18.27
2016-08-08,14.635,18.115
2016-08-05,14.62,17.65
2016-08-04,14.425,17.30
2016-08-03,14.295,17.05
2016-08-02,14.25,17.395
2016-08-01,14.40,17.97
2016-07-29,14.725,18.23
2016-07-28,14.855,17.765
2016-07-27,15.015,18.195
2016-07-26,15.04,17.88
2016-07-25,15.015,17.93
2016-07-22,15.06,17.83
2016-07-21,15.08,17.98
2016-07-20,14.92,18.135
2016-07-19,14.815,17.89
2016-07-18,14.905,18.17
2016-07-15,15.025,18.15
2016-07-14,14.94,18.335
2016-07-13,14.895,17.91
2016-07-12,14.73,18.165
2016-07-11,14.715,17.295
2016-07-08,14.54,17.075
2016-07-07,14.225,16.385
2016-07-06,14.095,16.305
2016-07-05,14.27,16.965
2016-07-04,14.545,17.55
2016-07-01,14.42,17.86
2016-06-30,14.51,17.805
2016-06-29,14.035,17.84
2016-06-28,13.515,17.20
2016-06-27,13.18,16.405
2016-06-24,13.475,18.18
2016-06-23,14.685,21.51
2016-06-22,14.585,20.905
2016-06-21,14.515,20.77
2016-06-20,14.48,20.51
2016-06-17,14.12,19.68
2016-06-16,13.85,19.44
2016-06-15,13.84,19.27
2016-06-14,13.61,19.295
2016-06-13,13.855,19.595
2016-06-10,14.115,20.31
2016-06-09,14.31,21.205
2016-06-08,14.31,21.56
2016-06-07,13.95,21.91
2016-06-06,13.65,21.82
2016-06-03,13.505,21.755
2016-06-02,13.495,22.315
2016-06-01,13.55,22.39
2016-05-31,13.845,22.58
2016-05-30,13.98,22.70
2016-05-27,13.885,22.705
2016-05-26,13.865,22.57
2016-05-25,13.78,22.36
2016-05-24,13.52,22.05
2016-05-23,13.25,21.085
2016-05-20,13.30,21.24
2016-05-19,13.19,20.855
2016-05-18,13.42,20.705
2016-05-17,13.385,20.63
2016-05-16,13.365,20.575
2016-05-13,13.35,20.725
2016-05-12,13.22,20.69
2016-05-11,13.135,20.84
2016-05-10,13.275,20.895
2016-05-09,13.30,20.67
2016-05-06,13.375,20.43
2016-05-05,13.39,21.645
2016-05-04,13.81,21.905
2016-05-03,14.065,22.05
2016-05-02,14.315,22.32
2016-04-29,14.40,22.015
2016-04-28,14.415,22.83
2016-04-27,14.59,22.725
2016-04-26,14.30,22.84
2016-04-25,14.035,22.655
2016-04-22,14.255,22.865
2016-04-21,14.315,22.73
2016-04-20,14.385,22.715
2016-04-19,14.25,22.40
2016-04-18,13.97,22.095
2016-04-15,13.875,22.145
2016-04-14,13.845,22.025
2016-04-13,13.805,22.055
2016-04-12,13.43,20.715
2016-04-11,13.48,20.18
2016-04-08,13.33,19.92
2016-04-07,13.095,19.465
2016-04-06,13.12,19.84
2016-04-05,13.08,19.61
2016-04-04,13.485,20.295
2016-04-01,13.425,20.335
2016-03-31,13.64,20.69
2016-03-30,13.835,20.65
2016-03-29,13.50,20.73
2016-03-24,13.43,20.64
2016-03-23,13.73,21.15
2016-03-22,13.70,21.29
2016-03-21,13.74,21.705
2016-03-18,13.94,21.59
2016-03-17,13.835,21.545
2016-03-16,13.745,21.885
2016-03-15,13.80,21.73
2016-03-14,14.12,21.615
2016-03-11,14.03,21.63
2016-03-10,13.585,20.37
2016-03-09,13.59,20.785
2016-03-08,13.78,20.70
2016-03-07,14.01,21.055
2016-03-04,14.21,21.35
2016-03-03,14.185,21.585
2016-03-02,14.20,21.435
2016-03-01,14.295,20.82
2016-02-29,14.285,20.295
2016-02-26,14.305,20.31
2016-02-25,14.07,19.735
2016-02-24,13.485,19.50
2016-02-23,13.865,20.27
2016-02-22,14.49,20.77
2016-02-19,14.02,20.40
2016-02-18,14.05,20.805
2016-02-17,14.10,20.83
2016-02-16,13.91,20.02
2016-02-15,13.76,20.15
2016-02-12,13.35,19.35
2016-02-11,13.145,18.885
2016-02-10,13.96,20.30
2016-02-09,13.875,19.035
2016-02-08,13.905,19.585
2016-02-05,14.035,20.33
2016-02-04,14.155,20.905
2016-02-03,14.075,20.89
2016-02-02,14.32,21.97
2016-02-01,14.685,22.515
2016-01-29,14.695,22.77
2016-01-28,14.555,22.155
2016-01-27,14.60,22.53
2016-01-26,14.38,22.445
2016-01-25,14.175,22.45
2016-01-22,14.42,22.45
2016-01-21,13.995,22.065
2016-01-20,13.765,21.795
2016-01-19,14.265,22.90
2016-01-18,13.955,22.39
2016-01-15,14.295,22.77
2016-01-14,14.91,23.395
2016-01-13,15.27,23.925
2016-01-12,15.12,23.69
2016-01-11,15.055,23.365
2016-01-08,15.05,23.245
2016-01-07,15.44,23.69
2016-01-06,15.645,24.255
2016-01-05,15.75,24.345
2016-01-04,15.72,24.335
2015-12-31,16.325,25.23
2015-12-30,16.43,25.295
2015-12-29,16.535,25.49
2015-12-28,16.30,24.93
2015-12-24,16.475,25.09
2015-12-23,16.505,25.10
2015-12-22,15.925,24.755
2015-12-21,15.96,24.935
2015-12-18,15.99,24.975
2015-12-17,16.28,25.115
2015-12-16,16.02,24.565
2015-12-15,15.89,24.685
2015-12-14,15.51,24.125
2015-12-11,15.835,24.65
2015-12-10,16.025,25.235
2015-12-09,15.76,25.265
2015-12-08,15.725,25.52
2015-12-07,15.96,25.805
2015-12-04,15.97,25.25
2015-12-03,15.95,24.46
2015-12-02,16.445,25.485
2015-12-01,16.55,25.63
2015-11-30,16.49,25.61
2015-11-27,16.29,25.545
2015-11-26,16.415,25.585
2015-11-25,16.175,25.39
2015-11-24,16.195,24.485
2015-11-23,16.405,24.925
2015-11-20,16.62,24.825
2015-11-19,16.58,24.74
2015-11-18,16.445,24.905
2015-11-17,16.47,24.92
2015-11-16,16.065,24.495
2015-11-13,16.05,24.41
2015-11-12,16.115,24.675
2015-11-11,15.875,25.155
2015-11-10,15.875,24.59
2015-11-09,15.905,24.48
2015-11-06,16.195,24.74
2015-11-05,16.235,24.365
2015-11-04,16.15,24.255
2015-11-03,16.15,24.535
2015-11-02,16.225,24.45
2015-10-30,15.955,24.325
2015-10-29,15.87,24.36
2015-10-28,16.09,24.22
2015-10-27,15.815,23.825
2015-10-26,16.10,24.155
2015-10-23,16.24,24.05
2015-10-22,15.81,23.82
2015-10-21,15.465,23.095
2015-10-20,15.26,22.915
2015-10-19,15.11,22.89
2015-10-16,15.145,22.81
2015-10-15,14.94,22.41
2015-10-14,15.03,22.02
2015-10-13,14.685,22.355
2015-10-12,15.245,22.79
2015-10-09,15.175,22.67
2015-10-08,15.055,22.725
2015-10-07,14.945,22.735
2015-10-06,14.715,22.745
2015-10-05,14.50,22.50
2015-10-02,14.03,21.62
2015-10-01,13.95,21.535
2015-09-30,14.44,21.635
2015-09-29,14.17,21.08
2015-09-28,14.15,21.275
2015-09-25,14.58,21.72
2015-09-24,14.275,21.04
2015-09-23,14.535,21.285
2015-09-22,14.61,21.225
2015-09-21,15.085,21.94
2015-09-18,14.97,21.54
2015-09-17,15.465,22.61
2015-09-16,15.35,22.45
2015-09-15,15.05,22.40
2015-09-14,15.13,22.01
2015-09-11,15.27,22.235
2015-09-10,15.28,22.525
2015-09-09,15.72,22.795
2015-09-08,15.42,22.305
2015-09-07,15.22,21.91
2015-09-04,15.035,21.725
2015-09-03,15.485,22.34
2015-09-02,15.555,21.785
2015-09-01,15.55,21.595
2015-08-31,15.985,22.475
2015-08-28,16.21,22.495
2015-08-27,16.02,22.39
2015-08-26,15.445,21.88
